Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
Joseph G Byrne and Sons Consulting Actuaries,Payment Schedules,2026-06-26 20:06:28.569000Z,188509M,Completed,Active
Western Digital UK Ireland Branch,Payment Schedules,2026-06-26 20:05:42.463000Z,188432M,Completed,Active
Experian plc,Payment Schedules,2026-06-26 20:05:26.741000Z,188206M,Completed,Active
Experian plc,Payment Schedules,2026-06-26 20:05:26.385000Z,188203M,Completed,Active
Experian plc,Payment Schedules,2026-06-26 20:05:26.207000Z,188205M,Completed,Active
The Maersk Company Ireland Limited,Payment Schedules,2026-06-26 20:05:25.515000Z,188325M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 20:05:20.242000Z,188336M,Completed,Active
Perpetual Investment Services Europe Limited,Payment Schedules,2026-06-26 20:05:19.992000Z,188288M,Completed,Active
Magnum ICC Ireland Limited,Payment Schedules,2026-06-26 20:05:19.990000Z,188267M,Completed,Active
Canon Irl Business Equipment Limited,Payment Schedules,2026-06-26 17:59:30.540000Z,190444M,Received,Active
Circle Internet Financial Trading Co Ltd,Payment Schedules,2026-06-26 17:59:25.077000Z,190442M,Received,Active
Canon Irl Business Equipment Limited,Payment Schedules,2026-06-26 17:39:14.738000Z,190444M,Submitted,Active
Circle Internet Financial Trading Co Ltd,Payment Schedules,2026-06-26 17:33:58.757000Z,190442M,Submitted,Active
PHX Ireland Group Limited,Payment Schedules,2026-06-26 15:32:19.124000Z,190393M,Received,Active
Tanco Autowrap Limited,Payment Schedules,2026-06-26 15:32:18.524000Z,190405M,Received,Active
Tanco Autowrap Limited,Payment Schedules,2026-06-26 15:32:17.402000Z,190404M,Received,Active
Tanco Autowrap Limited,Payment Schedules,2026-06-26 15:32:16.054000Z,190401M,Received,Active
Tanco Autowrap Limited,Payment Schedules,2026-06-26 15:12:04.010000Z,190405M,Submitted,Active
Tanco Autowrap Limited,Payment Schedules,2026-06-26 15:10:38.871000Z,190404M,Submitted,Active
Tanco Autowrap Limited,Payment Schedules,2026-06-26 15:09:01.446000Z,190401M,Submitted,Active
PHX Ireland Group Limited,Payment Schedules,2026-06-26 15:02:22.767000Z,190393M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 15:02:15.816000Z,190377M,Received,Active
High Ridge Aviation Limited,Payment Schedules,2026-06-26 15:02:13.542000Z,190386M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 15:02:08.272000Z,190385M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 14:59:36.375000Z,189046M,Completed,Active
Mars Foods Ireland Ltd,Payment Schedules,2026-06-26 14:57:40.374000Z,189243M,Completed,Active
Howden Insurance Ireland Limited,Payment Schedules,2026-06-26 14:54:53.248000Z,189095M,Completed,Active
SPX Flow Europe Ltd Ireland,Payment Schedules,2026-06-26 14:52:18.681000Z,189052M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 14:51:37.622000Z,189373M,Completed,Active
Simtech Aviation Holdings Limited,Payment Schedules,2026-06-26 14:48:26.619000Z,189054M,Completed,Active
Matheson Support Services Unlimited Co,Payment Schedules,2026-06-26 14:47:16.387000Z,186020M,Completed,Active
Savvi Credit Union Limited,Payment Schedules,2026-06-26 14:46:46.141000Z,190375M,Received,Active
Glennon Employee Benefits,Payment Schedules,2026-06-26 14:46:44.105000Z,190365M,Received,Active
High Ridge Aviation Limited,Payment Schedules,2026-06-26 14:44:17.014000Z,190386M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 14:42:04.466000Z,190385M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 14:32:43.538000Z,190377M,Submitted,Active
Savvi Credit Union Limited,Payment Schedules,2026-06-26 14:30:27.088000Z,190375M,Submitted,Active
Enerveo Ireland Ltd,Payment Schedules,2026-06-26 14:29:54.795000Z,189342M,Completed,Active
Glennon Employee Benefits,Payment Schedules,2026-06-26 14:25:07.618000Z,190365M,Submitted,Active
Cisco Systems Limited,Payment Schedules,2026-06-26 14:20:36.521000Z,189191M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 14:18:45.466000Z,189232M,Completed,Active
Cumann Luthchleas Gael,Payment Schedules,2026-06-26 14:18:25.321000Z,190325M,Received,Active
Cumann Luthchleas Gael,Payment Schedules,2026-06-26 14:18:18.108000Z,190328M,Received,Active
Croi Laighean Credit Union,Payment Schedules,2026-06-26 14:18:14.959000Z,190335M,Received,Active
Connexus Communications Ltd,Payment Schedules,2026-06-26 14:18:04.286000Z,190332M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 14:13:15.543000Z,189415M,Completed,Active
Fannin Limited,Payment Schedules,2026-06-26 14:10:39.033000Z,189386M,Completed,Active
360 Degree Underwriting DAC,Payment Schedules,2026-06-26 14:04:03.373000Z,190319M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 14:04:01.476000Z,190318M,Received,Active
Cumann Luthchleas Gael,Payment Schedules,2026-06-26 14:03:59.677000Z,190323M,Received,Active
Croi Laighean Credit Union,Payment Schedules,2026-06-26 13:58:59.234000Z,190335M,Submitted,Active
Norwegian Air International,Payment Schedules,2026-06-26 13:56:56.667000Z,189357M,Completed,Active
Norwegian Air International,Payment Schedules,2026-06-26 13:55:05.523000Z,189356M,Completed,Active
Bidvest Noonan  ROI  Limited,Payment Schedules,2026-06-26 13:53:58.675000Z,190273M,Completed,Active
Connexus Communications Ltd,Payment Schedules,2026-06-26 13:53:51.770000Z,190332M,Submitted,Active
Cumann Luthchleas Gael,Payment Schedules,2026-06-26 13:51:45.670000Z,190328M,Submitted,Active
Cumann Luthchleas Gael,Payment Schedules,2026-06-26 13:50:25.330000Z,190325M,Submitted,Active
Cumann Luthchleas Gael,Payment Schedules,2026-06-26 13:48:52.293000Z,190323M,Submitted,Active
360 Degree Underwriting DAC,Payment Schedules,2026-06-26 13:40:48.125000Z,190319M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 13:39:30.958000Z,190318M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 13:38:51.183000Z,189043M,Completed,Active
Unio Financial Services Directors,Payment Schedules,2026-06-26 13:33:25.993000Z,188740M,Completed,Active
Baillie Gifford Investment Mgt Eur Ltd,Payment Schedules,2026-06-26 13:20:47.789000Z,190280M,Received,Active
Bidvest Noonan  ROI  Limited,Payment Schedules,2026-06-26 13:06:37.285000Z,190275M,Received,Active
Bidvest Noonan  ROI  Limited,Payment Schedules,2026-06-26 13:06:31.104000Z,190274M,Received,Active
Bidvest Noonan  ROI  Limited,Payment Schedules,2026-06-26 13:06:30.281000Z,190273M,Received,Active
Baillie Gifford Investment Mgt Eur Ltd,Payment Schedules,2026-06-26 12:57:11.772000Z,190280M,Submitted,Active
Securitas Security Services Ireland Ltd,Payment Schedules,2026-06-26 12:52:31.206000Z,190271M,Received,Active
Miele Ireland Ltd,Payment Schedules,2026-06-26 12:52:30.640000Z,190268M,Received,Active
Bidvest Noonan  ROI  Limited,Payment Schedules,2026-06-26 12:47:19.603000Z,190275M,Submitted,Active
Bidvest Noonan  ROI  Limited,Payment Schedules,2026-06-26 12:46:18.992000Z,190274M,Submitted,Active
Bidvest Noonan  ROI  Limited,Payment Schedules,2026-06-26 12:44:52.287000Z,190273M,Submitted,Active
Bon Secours Health System CLG,Payment Schedules,2026-06-26 12:42:39.424000Z,186899M,Completed,Active
Bon Secours Health System CLG,Payment Schedules,2026-06-26 12:42:39.159000Z,186969M,Completed,Active
St Catherines Association CLG,Payment Schedules,2026-06-26 12:42:38.822000Z,186863M,Completed,Active
Bon Secours Health System CLG,Payment Schedules,2026-06-26 12:42:38.529000Z,186932M,Completed,Active
Bon Secours Health System CLG,Payment Schedules,2026-06-26 12:42:36.837000Z,186966M,Completed,Active
Bon Secours Health System CLG,Payment Schedules,2026-06-26 12:42:36.095000Z,186915M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 12:38:24.959000Z,190258M,Received,Active
Securitas Security Services Ireland Ltd,Payment Schedules,2026-06-26 12:35:47.663000Z,190271M,Submitted,Active
Miele Ireland Ltd,Payment Schedules,2026-06-26 12:28:26.451000Z,190268M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 12:18:31.424000Z,190258M,Submitted,Active
Carl Zeiss Vision Ireland Limited,Payment Schedules,2026-06-26 12:08:46.469000Z,190238M,Received,Active
Unio Financial Services Directors,Payment Schedules,2026-06-26 12:05:10.764000Z,188742M,Completed,Active
XSellco Software Limited,Payment Schedules,2026-06-26 11:54:59.960000Z,190230M,Received,Active
Carl Zeiss Vision Ireland Limited,Payment Schedules,2026-06-26 11:50:58.553000Z,190238M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 11:50:23.008000Z,188770M,Completed,Active
Atradius,Payment Schedules,2026-06-26 11:48:24.895000Z,188743M,Completed,Active
The Childrens Sunshine Home,Payment Schedules,2026-06-26 11:41:01.820000Z,190225M,Received,Active
Chemco Ireland Ltd,Payment Schedules,2026-06-26 11:41:01.251000Z,190218M,Received,Active
James Walker Ireland Limited,Payment Schedules,2026-06-26 11:40:40.257000Z,188825M,Completed,Active
Zellis,Payment Schedules,2026-06-26 11:39:24.552000Z,188709M,Completed,Active
SEB Life Intl Assurance Company DAC,Payment Schedules,2026-06-26 11:35:32.624000Z,188809M,Completed,Active
SAS Crew Services Ltd,Payment Schedules,2026-06-26 11:32:30.736000Z,188687M,Completed,Active
XSellco Software Limited,Payment Schedules,2026-06-26 11:31:04.836000Z,190230M,Submitted,Active
Twitter International Company,Payment Schedules,2026-06-26 11:27:02.794000Z,190211M,Received,Active
CityJet DAC,Payment Schedules,2026-06-26 11:27:02.006000Z,190217M,Received,Active
AXA MPS Financial DAC,Payment Schedules,2026-06-26 11:27:01.679000Z,190212M,Received,Active
The Childrens Sunshine Home,Payment Schedules,2026-06-26 11:26:40.141000Z,190225M,Submitted,Active
Viatris Pension Plan,Payment Schedules,2026-06-26 11:17:49.369000Z,188861M,Completed,Active
Chemco Ireland Ltd,Payment Schedules,2026-06-26 11:16:18.649000Z,190218M,Submitted,Active
Puratos Crest Foods Ltd,Payment Schedules,2026-06-26 11:12:21.905000Z,190206M,Received,Active
Twitter International Company,Payment Schedules,2026-06-26 11:12:21.382000Z,190205M,Received,Active
PAFS Ireland Limited,Payment Schedules,2026-06-26 11:12:15.242000Z,190196M,Received,Active
CityJet DAC,Payment Schedules,2026-06-26 11:11:39.594000Z,190217M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 11:11:24.807000Z,188604M,Completed,Active
AXA MPS Financial DAC,Payment Schedules,2026-06-26 11:06:52.768000Z,190212M,Submitted,Active
Twitter International Company,Payment Schedules,2026-06-26 11:04:10.312000Z,190211M,Submitted,Active
Lenovo Ireland Limited,Payment Schedules,2026-06-26 11:03:58.512000Z,188734M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 10:59:28.126000Z,188826M,Completed,Active
Puratos Crest Foods Ltd,Payment Schedules,2026-06-26 10:57:01.531000Z,190206M,Submitted,Active
Twitter International Company,Payment Schedules,2026-06-26 10:53:52.946000Z,190205M,Submitted,Active
NFP Ireland Consultants Ltd,Payment Schedules,2026-06-26 10:49:58.792000Z,188733M,Completed,Active
PAFS Ireland Limited,Payment Schedules,2026-06-26 10:45:36.233000Z,190196M,Submitted,Active
SanDisk International Limited,Payment Schedules,2026-06-26 10:42:33.224000Z,190186M,Received,Active
Tiffany and Co Jewellers td,Payment Schedules,2026-06-26 10:42:31.341000Z,190175M,Received,Active
Philip P McCormack Plant Hire,Payment Schedules,2026-06-26 10:33:10.365000Z,188708M,Completed,Active
SanDisk International Limited,Payment Schedules,2026-06-26 10:25:58.383000Z,190186M,Submitted,Active
O Neill O Malley Ltd,Payment Schedules,2026-06-26 10:21:41.466000Z,188723M,Completed,Active
Tiffany and Co Jewellers td,Payment Schedules,2026-06-26 10:14:41.310000Z,190175M,Submitted,Active
Aldi Stores Ireland,Payment Schedules,2026-06-26 10:13:11.430000Z,190162M,Received,Active
Aldi Stores Ireland,Payment Schedules,2026-06-26 10:13:05.688000Z,190161M,Received,Active
Anglo Beef Processors Ireland,Payment Schedules,2026-06-26 09:59:19.683000Z,189642M,Cancelled,Active
Vestas Ireland Limited,Payment Schedules,2026-06-26 09:59:18.822000Z,188591M,Cancelled,Active
Maxol Limited,Payment Schedules,2026-06-26 09:58:42.300000Z,188712M,Completed,Active
Cross Country Consulting,Payment Schedules,2026-06-26 09:58:06.316000Z,190157M,Received,Active
Barclays Bank Ireland,Payment Schedules,2026-06-26 09:57:57.704000Z,190145M,Received,Active
Barclays Bank Ireland,Payment Schedules,2026-06-26 09:57:56.661000Z,190146M,Received,Active
Lenovo Ireland Limited,Payment Schedules,2026-06-26 09:50:39.457000Z,188736M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 09:48:21.997000Z,183384M,Completed,Active
Aldi Stores Ireland,Payment Schedules,2026-06-26 09:47:44.531000Z,190162M,Submitted,Active
Aldi Stores Ireland,Payment Schedules,2026-06-26 09:46:15.581000Z,190161M,Submitted,Active
Barclays Bank Ireland,Payment Schedules,2026-06-26 09:38:44.768000Z,190140M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 09:38:38.799000Z,190139M,Received,Active
CRH Group Services Ltd,Payment Schedules,2026-06-26 09:38:38.081000Z,190136M,Received,Active
Cross Country Consulting,Payment Schedules,2026-06-26 09:37:53.466000Z,190157M,Submitted,Active
Barclays Bank Ireland,Payment Schedules,2026-06-26 09:27:22.475000Z,190146M,Submitted,Active
Barclays Bank Ireland,Payment Schedules,2026-06-26 09:25:48.375000Z,190145M,Submitted,Active
CRH Group Services Ltd,Payment Schedules,2026-06-26 09:24:14.397000Z,190133M,Received,Active
Rangeland Foods Limited,Payment Schedules,2026-06-26 09:24:13.627000Z,190129M,Received,Active
Haier Smart Home UK and I Ltd,Payment Schedules,2026-06-26 09:24:12.855000Z,190127M,Received,Active
Barclays Bank Ireland,Payment Schedules,2026-06-26 09:24:03.477000Z,190140M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 09:23:54.527000Z,190139M,Submitted,Active
CRH Group Services Ltd,Payment Schedules,2026-06-26 09:19:42.266000Z,190136M,Submitted,Active
CRH Group Services Ltd,Payment Schedules,2026-06-26 09:10:00.658000Z,190120M,Received,Active
Countrystyle Foods Ltd,Payment Schedules,2026-06-26 09:09:54.151000Z,190118M,Received,Active
Countrystyle Foods Ltd,Payment Schedules,2026-06-26 09:09:53.289000Z,190116M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 09:09:52.360000Z,190115M,Received,Active
Eason Limited,Payment Schedules,2026-06-26 09:07:41.911000Z,188171M,Completed,Active
CRH Group Services Ltd,Payment Schedules,2026-06-26 09:03:20.303000Z,190133M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 08:59:40.597000Z,188270M,Completed,Active
Rangeland Foods Limited,Payment Schedules,2026-06-26 08:58:16.033000Z,190129M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 08:57:49.812000Z,188332M,Completed,Active
Haier Smart Home UK and I Ltd,Payment Schedules,2026-06-26 08:55:19.788000Z,190127M,Submitted,Active
RWS Group,Payment Schedules,2026-06-26 08:54:44.505000Z,190109M,Received,Active
CRH Group Services Ltd,Payment Schedules,2026-06-26 08:48:08.192000Z,190120M,Submitted,Active
Countrystyle Foods Ltd,Payment Schedules,2026-06-26 08:47:54.235000Z,190118M,Submitted,Active
Countrystyle Foods Ltd,Payment Schedules,2026-06-26 08:46:43.362000Z,190116M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 08:44:46.130000Z,190115M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 08:43:07.707000Z,188146M,Completed,Active
Aircastle Benefits Plan,Payment Schedules,2026-06-26 08:41:26.335000Z,188433M,Completed,Active
Inizio Healthcare Limited,Payment Schedules,2026-06-26 08:36:10.107000Z,188439M,Completed,Active
ING Bank NV Dublin Branch,Payment Schedules,2026-06-26 08:34:28.239000Z,188379M,Completed,Active
RWS Group,Payment Schedules,2026-06-26 08:30:20.179000Z,190109M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 08:20:40.143000Z,190098M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-26 07:55:18.040000Z,190098M,Submitted,Active
TC Benefit Services,Payment Schedules,2026-06-26 07:08:31.190000Z,190089M,Received,Active
TC Benefit Services,Payment Schedules,2026-06-26 06:42:17.626000Z,190089M,Submitted,Active
AWP Health and Life SA,Payment Schedules,2026-06-26 06:09:22.811000Z,190085M,Received,Active
AWP Health and Life SA,Payment Schedules,2026-06-26 06:09:17.347000Z,190084M,Received,Active
Cushman and Wakefield Ireland,Payment Schedules,2026-06-26 06:09:16.620000Z,190081M,Received,Active
Cushman and Wakefield Ireland,Payment Schedules,2026-06-26 06:09:15.857000Z,190082M,Received,Active
AWP Health and Life SA,Payment Schedules,2026-06-26 05:40:52.901000Z,190085M,Submitted,Active
AWP Health and Life SA,Payment Schedules,2026-06-26 05:39:19.795000Z,190084M,Submitted,Active
Cushman and Wakefield Ireland,Payment Schedules,2026-06-26 05:31:22.555000Z,190082M,Submitted,Active
Cushman and Wakefield Ireland,Payment Schedules,2026-06-26 05:28:53.939000Z,190081M,Submitted,Active
Finning Ireland Limited,Payment Schedules,2026-06-25 20:32:48.513000Z,189060M,Completed,Active
Athena Trident Management DAC,Payment Schedules,2026-06-25 20:28:31.835000Z,188367M,Completed,Active
Chubb Ireland Ltd,Payment Schedules,2026-06-25 20:28:00.142000Z,188316M,Completed,Active
Accord Healthcare Ireland,Payment Schedules,2026-06-25 20:27:29.528000Z,188217M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 20:23:42.983000Z,187754M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 20:23:32.465000Z,187751M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 20:23:06.389000Z,187718M,Completed,Active
Brown Thomas and Co Limited,Payment Schedules,2026-06-25 20:22:55.636000Z,187712M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 20:22:44.804000Z,187702M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 20:22:32.621000Z,187700M,Completed,Active
Rowex Limited,Payment Schedules,2026-06-25 20:22:20.346000Z,187657M,Completed,Active
Algebris Investments Ireland Limited,Payment Schedules,2026-06-25 20:22:08.478000Z,187638M,Completed,Active
Beacon Face and Dermatology,Payment Schedules,2026-06-25 20:20:56.545000Z,186846M,Completed,Active
SSI Schaefer Limited,Payment Schedules,2026-06-25 20:18:08.402000Z,177566M,Completed,Active
Racms Ireland Limited,Payment Schedules,2026-06-25 18:41:55.056000Z,189993M,Received,Active
Racms Ireland Limited,Payment Schedules,2026-06-25 18:18:08.877000Z,189993M,Submitted,Active
Ellucian Ireland Limited,Payment Schedules,2026-06-25 17:50:47.377000Z,189980M,Received,Active
Ellucian Ireland Limited,Payment Schedules,2026-06-25 17:26:03.856000Z,189980M,Submitted,Active
Aztec Financial Services Irl Limited,Payment Schedules,2026-06-25 16:58:19.984000Z,189970M,Received,Active
Aztec Financial Services Irl Limited,Payment Schedules,2026-06-25 16:36:19.401000Z,189970M,Submitted,Active
HRB GTC Ireland UTC,Payment Schedules,2026-06-25 16:18:55.582000Z,189959M,Received,Active
Channelscaler Limited,Payment Schedules,2026-06-25 16:18:55.159000Z,189954M,Received,Active
Channelscaler Limited,Payment Schedules,2026-06-25 16:18:54.439000Z,189956M,Received,Active
Klohn Crippen Berger Ireland Limited,Payment Schedules,2026-06-25 16:18:53.957000Z,189957M,Received,Active
Omnipresent Ireland Limited,Payment Schedules,2026-06-25 16:05:36.471000Z,189948M,Received,Active
HRB GTC Ireland UTC,Payment Schedules,2026-06-25 16:04:12.610000Z,189959M,Submitted,Active
Klohn Crippen Berger Ireland Limited,Payment Schedules,2026-06-25 15:59:42.545000Z,189957M,Submitted,Active
Channelscaler Limited,Payment Schedules,2026-06-25 15:59:40.108000Z,189956M,Submitted,Active
Channelscaler Limited,Payment Schedules,2026-06-25 15:54:04.110000Z,189954M,Submitted,Active
Omnipresent Ireland Limited,Payment Schedules,2026-06-25 15:47:31.775000Z,189948M,Submitted,Active
Zendesk International Limited,Payment Schedules,2026-06-25 15:25:13.766000Z,189920M,Received,Active
Pat the Baker,Payment Schedules,2026-06-25 15:11:25.037000Z,189918M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 15:11:24.515000Z,189919M,Received,Active
Glennon Employee Benefits,Payment Schedules,2026-06-25 15:11:18.763000Z,189908M,Received,Active
Zendesk International Limited,Payment Schedules,2026-06-25 15:00:37.216000Z,189920M,Submitted,Active
Hannover Re Ireland,Payment Schedules,2026-06-25 14:57:35.055000Z,189895M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 14:57:34.730000Z,189901M,Received,Active
Hannover Re Ireland,Payment Schedules,2026-06-25 14:57:34.230000Z,189899M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 14:57:33.605000Z,189894M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 14:55:23.690000Z,189919M,Submitted,Active
Novo Nordisk Ltd,Payment Schedules,2026-06-25 14:52:45.889000Z,185289M,Completed,Active
Pat the Baker,Payment Schedules,2026-06-25 14:50:40.646000Z,189918M,Submitted,Active
Racms Ireland Limited,Payment Schedules,2026-06-25 14:49:39.544000Z,188077M,Cancelled,Active
Glennon Employee Benefits,Payment Schedules,2026-06-25 14:44:19.383000Z,189908M,Submitted,Active
Cuna Mutual Group Services Ireland Ltd,Payment Schedules,2026-06-25 14:42:37.635000Z,189884M,Received,Active
Insight Private Clients,Payment Schedules,2026-06-25 14:42:36.107000Z,189880M,Received,Active
Excelsys Technologies Limited,Payment Schedules,2026-06-25 14:42:35.222000Z,189887M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 14:40:58.539000Z,189901M,Submitted,Active
Hannover Re Ireland,Payment Schedules,2026-06-25 14:38:25.488000Z,189899M,Submitted,Active
Hannover Re Ireland,Payment Schedules,2026-06-25 14:35:35.902000Z,189895M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 14:35:02.434000Z,189894M,Submitted,Active
Excelsys Technologies Limited,Payment Schedules,2026-06-25 14:25:25.665000Z,189887M,Submitted,Active
Cuna Mutual Group Services Ireland Ltd,Payment Schedules,2026-06-25 14:23:57.346000Z,189884M,Submitted,Active
Insight Private Clients,Payment Schedules,2026-06-25 14:15:17.410000Z,189880M,Submitted,Active
Fintru Ireland Ltd,Payment Schedules,2026-06-25 14:15:07.640000Z,189864M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 14:14:59.753000Z,189868M,Received,Active
Medical Missionaries of Mary,Payment Schedules,2026-06-25 13:59:42.543000Z,188163M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 13:57:43.151000Z,189868M,Submitted,Active
Food Hub Head Office Ltd,Payment Schedules,2026-06-25 13:57:25.686000Z,188265M,Completed,Active
Fintru Ireland Ltd,Payment Schedules,2026-06-25 13:51:53.624000Z,189864M,Submitted,Active
Atalia Student Residences Limited,Payment Schedules,2026-06-25 13:47:51.103000Z,188216M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 13:45:53.974000Z,189845M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 13:45:53.445000Z,189844M,Received,Active
Racms Ireland Limited,Payment Schedules,2026-06-25 13:35:47.175000Z,188070M,Cancelled,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 13:19:23.937000Z,189845M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 13:18:09.163000Z,189844M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 13:15:58.777000Z,189826M,Received,Active
Aldi Stores Ireland,Payment Schedules,2026-06-25 13:15:56.785000Z,189827M,Received,Active
Lam Research Ireland Ltd,Payment Schedules,2026-06-25 13:02:25.626000Z,189819M,Received,Active
Aldi Stores Ireland,Payment Schedules,2026-06-25 12:54:16.422000Z,189827M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 12:52:29.811000Z,189826M,Submitted,Active
Lam Research Ireland Ltd,Payment Schedules,2026-06-25 12:42:31.672000Z,189819M,Submitted,Active
Liberty Information Technology Ltd,Payment Schedules,2026-06-25 12:20:09.316000Z,189783M,Received,Active
Cognizant Technology Solutions Ireland,Payment Schedules,2026-06-25 12:20:03.566000Z,189787M,Received,Active
Cognizant Technology Solutions Ireland,Payment Schedules,2026-06-25 12:05:51.401000Z,189780M,Received,Active
Thomson Reuters Ireland,Payment Schedules,2026-06-25 12:04:13.322000Z,188234M,Completed,Active
Cognizant Technology Solutions Ireland,Payment Schedules,2026-06-25 11:58:34.559000Z,189787M,Submitted,Active
Liberty Information Technology Ltd,Payment Schedules,2026-06-25 11:53:45.631000Z,189783M,Submitted,Active
United Language Group Limited,Payment Schedules,2026-06-25 11:52:00.926000Z,189767M,Received,Active
Cognizant Technology Solutions Ireland,Payment Schedules,2026-06-25 11:48:35.243000Z,189780M,Submitted,Active
Bon Secours Health System CLG,Payment Schedules,2026-06-25 11:38:17.704000Z,189762M,Received,Active
Bon Secours Health System CLG,Payment Schedules,2026-06-25 11:38:15.567000Z,189755M,Received,Active
United Language Group Limited,Payment Schedules,2026-06-25 11:31:33.079000Z,189767M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 11:29:23.422000Z,189733M,Completed,Active
Bon Secours Health System CLG,Payment Schedules,2026-06-25 11:23:16.645000Z,189762M,Submitted,Active
Bon Secours Health System CLG,Payment Schedules,2026-06-25 11:12:18.562000Z,189755M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 11:11:21.488000Z,189745M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 11:11:09.483000Z,189742M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 11:11:06.861000Z,189741M,Received,Active
Jazz Pharmaceuticals Ireland Limited,Payment Schedules,2026-06-25 11:11:04.570000Z,189740M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 10:57:28.198000Z,189733M,Received,Active
FNZ Europe,Payment Schedules,2026-06-25 10:57:21.303000Z,189726M,Received,Active
FNZ Europe,Payment Schedules,2026-06-25 10:57:19.149000Z,189727M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 10:54:16.088000Z,189745M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 10:52:00.164000Z,189742M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 10:50:08.666000Z,189741M,Submitted,Active
Jazz Pharmaceuticals Ireland Limited,Payment Schedules,2026-06-25 10:45:08.189000Z,189740M,Submitted,Active
Premier Lotteries Ireland DAC,Payment Schedules,2026-06-25 10:40:41.978000Z,189711M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 10:40:41.085000Z,189710M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-06-25 10:37:29.884000Z,189733M,Submitted,Active
FNZ Europe,Payment Schedules,2026-06-25 10:29:59.179000Z,189727M,Submitted,Active
FNZ Europe,Payment Schedules,2026-06-25 10:28:41.093000Z,189726M,Submitted,Active
Nevinar Cosmetics Limited,Payment Schedules,2026-06-25 10:26:43.156000Z,189698M,Received,Active
Dentons Ire Legal Ser Ltd,Payment Schedules,2026-06-25 10:26:42.400000Z,189702M,Received,Active
Premier Lotteries Ireland DAC,Payment Schedules,2026-06-25 10:16:59.824000Z,189711M,Submitted,Active
