Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
Chemifloc Limited,Submit Leavers,2026-06-26 14:03:15.054000Z,190347M,Submitted,Active
Chemifloc Limited,Submit Leavers,2026-06-26 14:01:27.512000Z,190342M,Submitted,Active
Chemifloc Limited,Submit Leavers,2026-06-26 13:59:25.143000Z,190336M,Submitted,Active
Chemifloc Limited,Submit Leavers,2026-06-26 13:57:34.519000Z,190334M,Submitted,Active
Valve Services Ltd,Submit Leavers,2026-06-26 13:56:32.805000Z,190333M,Submitted,Active
Chemifloc Limited,Submit Leavers,2026-06-26 13:53:04.911000Z,190331M,Submitted,Active
Chemifloc Limited,Submit Leavers,2026-06-26 13:50:56.029000Z,190327M,Submitted,Active
Chemifloc Limited,Submit Leavers,2026-06-26 13:47:45.662000Z,190322M,Submitted,Active
Miele Ireland Ltd,Submit Leavers,2026-06-26 13:06:38.472000Z,190277M,Received,Active
Miele Ireland Ltd,Submit Leavers,2026-06-26 12:51:53.428000Z,190277M,Submitted,Active
Aon,Submit Leavers,2026-06-26 12:38:25.271000Z,190261M,Received,Active
Irish Nurses and Midwives Organisation,Submit Leavers,2026-06-26 12:24:23.737000Z,190242M,Received,Active
Aon,Submit Leavers,2026-06-26 12:20:49.361000Z,190261M,Submitted,Active
Irish Nurses and Midwives Organisation,Submit Leavers,2026-06-26 11:59:56.176000Z,190242M,Submitted,Active
Magnit Global Ireland,Submit Leavers,2026-06-26 11:52:33.646000Z,188933M,Completed,Active
I T Alliance Group Ltd,Submit Leavers,2026-06-26 11:48:26.549000Z,188635M,Completed,Active
Hertz Europe Service Centre Limited,Submit Leavers,2026-06-26 11:48:17.941000Z,189055M,Completed,Active
FNZ Europe,Submit Leavers,2026-06-26 11:46:20.890000Z,189721M,Completed,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-06-26 10:42:31.807000Z,190179M,Received,Active
Patrick J Tobin Ltd,Submit Leavers,2026-06-26 10:27:41.298000Z,190172M,Received,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-06-26 10:22:01.422000Z,190179M,Submitted,Active
Patrick J Tobin Ltd,Submit Leavers,2026-06-26 09:59:42.217000Z,190172M,Submitted,Active
The Irish Times,Submit Leavers,2026-06-26 09:41:46.014000Z,187610M,Completed,Active
Aon,Submit Leavers,2026-06-26 08:23:55.365000Z,187667M,Completed,Active
PayPal Europe Services Limited,Submit Leavers,2026-06-26 06:09:14.730000Z,190076M,Received,Active
Pepper Finance Corporation Ireland Ltd,Submit Leavers,2026-06-26 06:07:57.971000Z,187152M,Completed,Active
Pepper Finance Corporation Ireland Ltd,Submit Leavers,2026-06-26 06:06:11.582000Z,187150M,Completed,Active
Griffin Global Asset Management DAC,Submit Leavers,2026-06-26 06:04:21.300000Z,187094M,Completed,Active
PayPal Europe Services Limited,Submit Leavers,2026-06-26 01:38:32.812000Z,190076M,Submitted,Active
United Technologies Research Centre Irl Ltd,Submit Leavers,2026-06-25 16:01:14.790000Z,189870M,Completed,Active
Fairstone Asset Management DAC,Submit Leavers,2026-06-25 15:56:22.686000Z,189867M,Completed,Active
Fohntech Ireland Ltd,Submit Leavers,2026-06-25 15:37:47.631000Z,187190M,Completed,Active
Pat the Baker,Submit Leavers,2026-06-25 15:11:18.474000Z,189915M,Received,Active
Pat the Baker,Submit Leavers,2026-06-25 14:48:13.622000Z,189915M,Submitted,Active
United Technologies Research Centre Irl Ltd,Submit Leavers,2026-06-25 14:28:59.896000Z,189870M,Received,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-06-25 14:16:07.042000Z,187536M,Completed,Active
Fairstone Asset Management DAC,Submit Leavers,2026-06-25 14:15:10.732000Z,189867M,Received,Active
United Technologies Research Centre Irl Ltd,Submit Leavers,2026-06-25 14:03:49.549000Z,189870M,Submitted,Active
Fairstone Asset Management DAC,Submit Leavers,2026-06-25 13:57:27.338000Z,189867M,Submitted,Active
Wesco Ireland,Submit Leavers,2026-06-25 13:50:42.860000Z,188282M,Completed,Active
Aon,Submit Leavers,2026-06-25 13:35:46.183000Z,187663M,Cancelled,Active
Aldi Stores Ireland,Submit Leavers,2026-06-25 13:15:55.177000Z,189829M,Received,Active
Aldi Stores Ireland,Submit Leavers,2026-06-25 12:55:07.897000Z,189829M,Submitted,Active
Cognizant Technology Solutions Ireland,Submit Leavers,2026-06-25 12:05:49.366000Z,189777M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-06-25 12:05:47.151000Z,189773M,Received,Active
Cognizant Technology Solutions Ireland,Submit Leavers,2026-06-25 11:44:59.311000Z,189777M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-06-25 11:38:58.025000Z,189773M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 11:31:28.889000Z,189681M,Completed,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 11:27:16.208000Z,189680M,Completed,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 11:22:44.123000Z,189678M,Completed,Active
Generali Seguros y Reaseguros SA,Submit Leavers,2026-06-25 11:21:08.114000Z,189143M,Completed,Active
Nevinar Cosmetics Limited,Submit Leavers,2026-06-25 11:02:14.638000Z,189639M,Completed,Active
FNZ Europe,Submit Leavers,2026-06-25 10:57:20.151000Z,189721M,Received,Active
Premier Lotteries Ireland DAC,Submit Leavers,2026-06-25 10:52:13.094000Z,189604M,Completed,Active
Premier Lotteries Ireland DAC,Submit Leavers,2026-06-25 10:47:21.333000Z,189600M,Completed,Active
Intercom R and D Unlimited Company,Submit Leavers,2026-06-25 10:40:50.160000Z,189716M,Received,Active
Bon Secours Health System CLG,Submit Leavers,2026-06-25 10:31:10.792000Z,186968M,Completed,Active
FNZ Europe,Submit Leavers,2026-06-25 10:26:57.663000Z,189721M,Submitted,Active
Intercom R and D Unlimited Company,Submit Leavers,2026-06-25 10:22:12.393000Z,189716M,Submitted,Active
Three Ireland Hutchison Limited,Submit Leavers,2026-06-25 10:12:08.601000Z,189685M,Received,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 10:12:07.317000Z,189683M,Received,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 10:12:05.057000Z,189680M,Received,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 10:12:04.153000Z,189681M,Received,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 10:11:58.067000Z,189678M,Received,Active
Three Ireland Hutchison Limited,Submit Leavers,2026-06-25 09:53:55.941000Z,189685M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 09:52:20.323000Z,189683M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 09:51:15.544000Z,189681M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 09:50:12.596000Z,189680M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-25 09:49:16.050000Z,189678M,Submitted,Active
Nevinar Cosmetics Limited,Submit Leavers,2026-06-25 09:30:18.115000Z,189639M,Received,Active
Premier Lotteries Ireland DAC,Submit Leavers,2026-06-25 09:16:34.349000Z,189604M,Received,Active
Nevinar Cosmetics Limited,Submit Leavers,2026-06-25 09:15:01.577000Z,189639M,Submitted,Active
Premier Lotteries Ireland DAC,Submit Leavers,2026-06-25 09:02:59.374000Z,189600M,Received,Active
Element Six,Submit Leavers,2026-06-25 09:02:54.243000Z,189599M,Received,Active
Premier Lotteries Ireland DAC,Submit Leavers,2026-06-25 08:50:02.675000Z,189604M,Submitted,Active
Premier Lotteries Ireland DAC,Submit Leavers,2026-06-25 08:47:49.657000Z,189600M,Submitted,Active
Element Six,Submit Leavers,2026-06-25 08:47:30.486000Z,189599M,Submitted,Active
Boxmore Plastics Limited,Submit Leavers,2026-06-24 16:36:17.053000Z,189425M,Received,Active
Boxmore Plastics Limited,Submit Leavers,2026-06-24 16:36:15.322000Z,189420M,Received,Active
Boxmore Plastics Limited,Submit Leavers,2026-06-24 16:21:42.040000Z,189425M,Submitted,Active
Boxmore Plastics Limited,Submit Leavers,2026-06-24 16:17:52.970000Z,189420M,Submitted,Active
Zendesk International Limited,Submit Leavers,2026-06-24 16:02:15.351000Z,189395M,Received,Active
Kaseya Limited,Submit Leavers,2026-06-24 15:49:27.167000Z,189384M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-06-24 15:49:26.075000Z,189375M,Received,Active
Turner and Townsend Limited,Submit Leavers,2026-06-24 15:49:17.333000Z,189388M,Received,Active
Zendesk International Limited,Submit Leavers,2026-06-24 15:44:12.854000Z,189395M,Submitted,Active
Kerry Group Plc,Submit Leavers,2026-06-24 15:39:38.056000Z,187171M,Completed,Active
Nordan Vinduer Limited,Submit Leavers,2026-06-24 15:36:20.958000Z,189372M,Received,Active
Turner and Townsend Limited,Submit Leavers,2026-06-24 15:35:55.699000Z,189388M,Submitted,Active
Kaseya Limited,Submit Leavers,2026-06-24 15:32:59.209000Z,189384M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-06-24 15:24:32.437000Z,189375M,Submitted,Active
Fluence Energy Ireland Limited,Submit Leavers,2026-06-24 15:23:07.527000Z,189353M,Received,Active
Nordan Vinduer Limited,Submit Leavers,2026-06-24 15:19:00.125000Z,189372M,Submitted,Active
Fluence Energy Ireland Limited,Submit Leavers,2026-06-24 14:55:23.761000Z,189353M,Submitted,Active
Zellis,Submit Leavers,2026-06-24 13:56:19.173000Z,189297M,Received,Active
Zellis,Submit Leavers,2026-06-24 13:39:55.743000Z,189297M,Submitted,Active
Co Wexford Community Workshop New Ross CLG ta Cumas,Submit Leavers,2026-06-24 13:31:48.573000Z,186501M,Completed,Active
St Hildas Services CLG,Submit Leavers,2026-06-24 13:30:32.448000Z,174474M,Completed,Active
Fannin Limited,Submit Leavers,2026-06-24 11:42:53.143000Z,189215M,Received,Active
Fannin Limited,Submit Leavers,2026-06-24 11:22:03.538000Z,189215M,Submitted,Active
Kerry Group Plc,Submit Leavers,2026-06-24 11:03:46.340000Z,187168M,Completed,Active
Irish Residential Properties,Submit Leavers,2026-06-24 10:59:56.209000Z,189178M,Received,Active
Irish Residential Properties,Submit Leavers,2026-06-24 10:38:34.791000Z,189178M,Submitted,Active
Boots Co Ireland Ltd,Submit Leavers,2026-06-24 10:29:17.640000Z,189145M,Received,Active
Generali Seguros y Reaseguros SA,Submit Leavers,2026-06-24 10:29:12.724000Z,189143M,Received,Active
Northgate Vehicle Hire Ireland Ltd,Submit Leavers,2026-06-24 10:14:56.875000Z,189137M,Received,Active
Boots Co Ireland Ltd,Submit Leavers,2026-06-24 10:04:02.478000Z,189145M,Submitted,Active
Generali Seguros y Reaseguros SA,Submit Leavers,2026-06-24 10:02:51.408000Z,189143M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-06-24 09:59:21.738000Z,170263M,Completed,Active
Northgate Vehicle Hire Ireland Ltd,Submit Leavers,2026-06-24 09:54:22.608000Z,189137M,Submitted,Active
Monument Insurance Services Ltd,Submit Leavers,2026-06-24 09:14:33.331000Z,189091M,Received,Active
Verisure Ireland Designated Activity Co,Submit Leavers,2026-06-24 09:11:43.860000Z,185714M,Completed,Active
Prosper Group Fingal and Meath,Submit Leavers,2026-06-24 08:59:18.235000Z,189079M,Received,Active
Prosper Group Fingal and Meath,Submit Leavers,2026-06-24 08:59:16.567000Z,189078M,Received,Active
Monument Insurance Services Ltd,Submit Leavers,2026-06-24 08:50:14.723000Z,189091M,Submitted,Active
Prosper Group Fingal and Meath,Submit Leavers,2026-06-24 08:31:37.417000Z,189079M,Submitted,Active
Prosper Group Fingal and Meath,Submit Leavers,2026-06-24 08:28:51.962000Z,189078M,Submitted,Active
Pitney Bowes Ireland Limited,Submit Leavers,2026-06-24 08:27:06.501000Z,189057M,Received,Active
Hertz Europe Service Centre Limited,Submit Leavers,2026-06-24 08:27:05.832000Z,189055M,Received,Active
Pitney Bowes Ireland Limited,Submit Leavers,2026-06-24 07:59:54.885000Z,189057M,Submitted,Active
Hertz Europe Service Centre Limited,Submit Leavers,2026-06-24 07:57:06.432000Z,189055M,Submitted,Active
Retail in Motion Limited,Submit Leavers,2026-06-24 07:44:05.793000Z,172748M,Completed,Active
ACG Aircraft Leasing Ireland Limited,Submit Leavers,2026-06-24 00:23:01.279000Z,189029M,Received,Active
ACG Aircraft Leasing Ireland Limited,Submit Leavers,2026-06-24 00:02:53.243000Z,189029M,Submitted,Active
Magnit Global Ireland,Submit Leavers,2026-06-23 20:57:34.978000Z,188933M,Received,Active
Magnit Global Ireland,Submit Leavers,2026-06-23 20:33:15.863000Z,188933M,Submitted,Active
First Citizen Finance Limited,Submit Leavers,2026-06-23 18:36:03.847000Z,188814M,Completed,Active
Moog Ireland Limited,Submit Leavers,2026-06-23 18:31:18.378000Z,188784M,Completed,Active
Dunnhumby Ireland Limited,Submit Leavers,2026-06-23 18:26:37.632000Z,188777M,Completed,Active
CBRE Ireland,Submit Leavers,2026-06-23 14:32:55.070000Z,188810M,Received,Active
First Citizen Finance Limited,Submit Leavers,2026-06-23 14:32:53.353000Z,188814M,Received,Active
First Citizen Finance Limited,Submit Leavers,2026-06-23 14:15:07.279000Z,188814M,Submitted,Active
CBRE Ireland,Submit Leavers,2026-06-23 14:06:26.067000Z,188810M,Submitted,Active
Shine,Submit Leavers,2026-06-23 14:04:54.714000Z,188801M,Received,Active
Sandvik Mining and Construction Logistics,Submit Leavers,2026-06-23 13:49:53.597000Z,188789M,Received,Active
Moog Ireland Limited,Submit Leavers,2026-06-23 13:49:44.034000Z,188784M,Received,Active
Shine,Submit Leavers,2026-06-23 13:40:23.939000Z,188801M,Submitted,Active
Dunnhumby Ireland Limited,Submit Leavers,2026-06-23 13:33:38.977000Z,188777M,Received,Active
Sandvik Mining and Construction Logistics,Submit Leavers,2026-06-23 13:28:29.715000Z,188789M,Submitted,Active
Moog Ireland Limited,Submit Leavers,2026-06-23 13:23:34.207000Z,188784M,Submitted,Active
Pitney Bowes Ireland Limited,Submit Leavers,2026-06-23 13:19:42.514000Z,188774M,Received,Active
Pitney Bowes Ireland Limited,Submit Leavers,2026-06-23 13:19:41.554000Z,188773M,Received,Active
Dunnhumby Ireland Limited,Submit Leavers,2026-06-23 13:06:15.322000Z,188777M,Submitted,Active
Pitney Bowes Ireland Limited,Submit Leavers,2026-06-23 13:02:46.332000Z,188774M,Submitted,Active
Pitney Bowes Ireland Limited,Submit Leavers,2026-06-23 13:01:53.570000Z,188773M,Submitted,Active
Pepper Finance Corporation Ireland Ltd,Submit Leavers,2026-06-23 12:42:37.709000Z,187147M,Cancelled,Active
Pepper Finance Corporation Ireland Ltd,Submit Leavers,2026-06-23 12:42:37.092000Z,187155M,Cancelled,Active
AWP Health and Life SA,Submit Leavers,2026-06-23 10:02:56.910000Z,188661M,Received,Active
AWP Health and Life SA,Submit Leavers,2026-06-23 09:40:06.835000Z,188661M,Submitted,Active
I T Alliance Group Ltd,Submit Leavers,2026-06-23 09:19:56.893000Z,188635M,Received,Active
NFVSP Supporting People with Intellectual Disability,Submit Leavers,2026-06-23 09:06:02.932000Z,188631M,Received,Active
I T Alliance Group Ltd,Submit Leavers,2026-06-23 09:00:20.594000Z,188635M,Submitted,Active
NFVSP Supporting People with Intellectual Disability,Submit Leavers,2026-06-23 08:51:20.321000Z,188631M,Submitted,Active
Lockton Employee Benefits Ireland,Submit Leavers,2026-06-23 07:10:31.949000Z,188434M,Completed,Active
Lockton Employee Benefits Ireland,Submit Leavers,2026-06-22 16:03:26.956000Z,188434M,Received,Active
Lockton Employee Benefits Ireland,Submit Leavers,2026-06-22 15:34:54.787000Z,188434M,Submitted,Active
Magnet Networks Ltd,Submit Leavers,2026-06-22 15:34:22.996000Z,188413M,Received,Active
Magnet Networks Ltd,Submit Leavers,2026-06-22 15:13:40.242000Z,188413M,Submitted,Active
Turner and Townsend Limited,Submit Leavers,2026-06-22 14:52:46.036000Z,186582M,Completed,Active
Apleona Ireland Limited,Submit Leavers,2026-06-22 14:50:00.354000Z,188380M,Received,Active
Aon,Submit Leavers,2026-06-22 14:49:52.463000Z,188373M,Received,Active
ChildVision,Submit Leavers,2026-06-22 14:32:35.068000Z,188364M,Received,Active
Apleona Ireland Limited,Submit Leavers,2026-06-22 14:29:57.922000Z,188380M,Submitted,Active
Aon,Submit Leavers,2026-06-22 14:24:40.693000Z,188373M,Submitted,Active
Glennon Employee Benefits,Submit Leavers,2026-06-22 14:11:59.303000Z,186626M,Completed,Active
ChildVision,Submit Leavers,2026-06-22 14:06:18.420000Z,188364M,Submitted,Active
PHX Ireland Group Limited,Submit Leavers,2026-06-22 13:44:22.827000Z,186597M,Completed,Active
First Ireland Spirits Co Ltd,Submit Leavers,2026-06-22 13:36:31.452000Z,186556M,Completed,Active
Bentley Systems International Limited,Submit Leavers,2026-06-22 13:36:20.889000Z,186675M,Completed,Active
Glennon Employee Benefits,Submit Leavers,2026-06-22 13:18:16.493000Z,185915M,Completed,Active
Wesco Ireland,Submit Leavers,2026-06-22 11:23:43.751000Z,188282M,Received,Active
Signode Packaging Ireland Limited,Submit Leavers,2026-06-22 11:07:20.770000Z,186435M,Completed,Active
Wesco Ireland,Submit Leavers,2026-06-22 11:06:16.828000Z,188282M,Submitted,Active
Project Management Limited,Submit Leavers,2026-06-22 10:56:41.097000Z,184610M,Completed,Active
BCMGLOBAL ASI Limited,Submit Leavers,2026-06-22 10:48:03.053000Z,188245M,Received,Active
BCMGLOBAL ASI Limited,Submit Leavers,2026-06-22 10:26:49.976000Z,188245M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-06-22 09:57:24.290000Z,186292M,Completed,Active
Independent Star Limited,Submit Leavers,2026-06-22 09:29:30.973000Z,160020M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-06-22 09:03:13.373000Z,186820M,Completed,Active
Co Wexford Community Workshop New Ross CLG ta Cumas,Submit Leavers,2026-06-22 08:48:00.874000Z,185980M,Completed,Active
J J Rhatigan and Co,Submit Leavers,2026-06-22 08:41:01.108000Z,186463M,Completed,Active
Kirwan Pike Insurance and Fin Servs,Submit Leavers,2026-06-22 07:54:53.150000Z,186427M,Completed,Active
Brown Thomas and Co Limited,Submit Leavers,2026-06-22 07:49:31.177000Z,186296M,Completed,Active
Immedis Ltd,Submit Leavers,2026-06-22 07:01:51.395000Z,188133M,Received,Active
Immedis Ltd,Submit Leavers,2026-06-22 06:46:47.340000Z,188133M,Submitted,Active
Glennon Employee Benefits,Submit Leavers,2026-06-20 12:29:43.815000Z,185913M,Completed,Active
Hays Specialist Recruitment IRL Ltd,Submit Leavers,2026-06-20 12:01:42.434000Z,187016M,Completed,Active
World Rugby Limited,Submit Leavers,2026-06-20 10:52:42.042000Z,184371M,Completed,Active
Aon,Submit Leavers,2026-06-20 10:18:44.106000Z,186789M,Completed,Active
Charles River Laboratories Ireland Ltd,Submit Leavers,2026-06-20 07:54:29.539000Z,186559M,Completed,Active
Viatris Pension Plan,Submit Leavers,2026-06-19 15:40:06.072000Z,187740M,Received,Active
Aon,Submit Leavers,2026-06-19 15:39:53.738000Z,187671M,Completed,Active
Aon,Submit Leavers,2026-06-19 15:34:37.970000Z,187669M,Completed,Active
Viatris Pension Plan,Submit Leavers,2026-06-19 15:17:01.754000Z,187740M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-06-19 14:45:54.624000Z,185966M,Completed,Active
Proofpoint Ireland Limited,Submit Leavers,2026-06-19 14:42:22.134000Z,187709M,Received,Active
MongoDB Limited,Submit Leavers,2026-06-19 14:41:06.754000Z,186819M,Completed,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-06-19 14:37:46.452000Z,167706M,Completed,Active
Proofpoint Ireland Limited,Submit Leavers,2026-06-19 14:27:29.551000Z,187709M,Submitted,Active
Aon,Submit Leavers,2026-06-19 14:01:53.874000Z,187667M,Received,Active
Aon,Submit Leavers,2026-06-19 14:01:51.885000Z,187671M,Received,Active
Aon,Submit Leavers,2026-06-19 14:01:50.695000Z,187669M,Received,Active
St Hildas Services CLG,Submit Leavers,2026-06-19 14:01:49.858000Z,187666M,Received,Active
Aon,Submit Leavers,2026-06-19 14:01:41.667000Z,187663M,Received,Active
Aon,Submit Leavers,2026-06-19 13:36:00.413000Z,187671M,Submitted,Active
